TIME,Index,BTC,ETH,ADA,XLM,MIOTA,XMR,XRP,BCH,LTC,NEO,DASH,XEM,ETC
4/28/2013,135.3,135.3,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,4.3,0.181483,0.213899,0.0004,0.752345
4/29/2013,134.44,134.44,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,4.37,0.181483,0.213899,0.0004,0.752345
4/30/2013,144,144,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,4.4,0.181483,0.213899,0.0004,0.752345
5/1/2013,139,139,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,4.29,0.181483,0.213899,0.0004,0.752345
5/2/2013,116.38,116.38,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.78,0.181483,0.213899,0.0004,0.752345
5/3/2013,106.25,106.25,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.39,0.181483,0.213899,0.0004,0.752345
5/4/2013,98.1,98.1,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.03,0.181483,0.213899,0.0004,0.752345
5/5/2013,112.9,112.9,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.49,0.181483,0.213899,0.0004,0.752345
5/6/2013,115.98,115.98,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.59,0.181483,0.213899,0.0004,0.752345
5/7/2013,112.25,112.25,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.37,0.181483,0.213899,0.0004,0.752345
5/8/2013,109.6,109.6,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.28,0.181483,0.213899,0.0004,0.752345
5/9/2013,113.2,113.2,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.4,0.181483,0.213899,0.0004,0.752345
5/10/2013,112.8,112.8,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.41,0.181483,0.213899,0.0004,0.752345
5/11/2013,117.7,117.7,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.46,0.181483,0.213899,0.0004,0.752345
5/12/2013,115.64,115.64,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.36,0.181483,0.213899,0.0004,0.752345
5/13/2013,114.82,114.82,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.26,0.181483,0.213899,0.0004,0.752345
5/14/2013,117.98,117.98,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.28,0.181483,0.213899,0.0004,0.752345
5/15/2013,111.4,111.4,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.82,0.181483,0.213899,0.0004,0.752345
5/16/2013,114.22,114.22,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.93,0.181483,0.213899,0.0004,0.752345
5/17/2013,118.21,118.21,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.89,0.181483,0.213899,0.0004,0.752345
5/18/2013,123.5,123.5,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.2,0.181483,0.213899,0.0004,0.752345
5/19/2013,123.21,123.21,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.3,0.181483,0.213899,0.0004,0.752345
5/20/2013,122.5,122.5,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.31,0.181483,0.213899,0.0004,0.752345
5/21/2013,122.02,122.02,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.19,0.181483,0.213899,0.0004,0.752345
5/22/2013,122.89,122.89,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.09,0.181483,0.213899,0.0004,0.752345
5/23/2013,123.8,123.8,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.12,0.181483,0.213899,0.0004,0.752345
5/24/2013,126.3,126.3,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.17,0.181483,0.213899,0.0004,0.752345
5/25/2013,133.1,133.1,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.19,0.181483,0.213899,0.0004,0.752345
5/26/2013,131.99,131.99,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.12,0.181483,0.213899,0.0004,0.752345
5/27/2013,133.5,133.5,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.23,0.181483,0.213899,0.0004,0.752345
5/28/2013,129.77,129.77,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.1,0.181483,0.213899,0.0004,0.752345
5/29/2013,129,129,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.09,0.181483,0.213899,0.0004,0.752345
5/30/2013,132.25,132.25,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.08,0.181483,0.213899,0.0004,0.752345
5/31/2013,128.8,128.8,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.97,0.181483,0.213899,0.0004,0.752345
6/1/2013,128.81,128.81,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.94,0.181483,0.213899,0.0004,0.752345
6/2/2013,129.3,129.3,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.83,0.181483,0.213899,0.0004,0.752345
6/3/2013,122.5,122.5,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.73,0.181483,0.213899,0.0004,0.752345
6/4/2013,120.74,120.74,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.7,0.181483,0.213899,0.0004,0.752345
6/5/2013,121.4,121.4,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.87,0.181483,0.213899,0.0004,0.752345
6/6/2013,121.9,121.9,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.88,0.181483,0.213899,0.0004,0.752345
6/7/2013,118.97,118.97,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.78,0.181483,0.213899,0.0004,0.752345
6/8/2013,111,111,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.6,0.181483,0.213899,0.0004,0.752345
6/9/2013,107.89,107.89,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.55,0.181483,0.213899,0.0004,0.752345
6/10/2013,100.44,100.44,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.38,0.181483,0.213899,0.0004,0.752345
6/11/2013,106.35,106.35,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.49,0.181483,0.213899,0.0004,0.752345
6/12/2013,109,109,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.41,0.181483,0.213899,0.0004,0.752345
6/13/2013,108.78,108.78,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.4,0.181483,0.213899,0.0004,0.752345
6/14/2013,103.95,103.95,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.27,0.181483,0.213899,0.0004,0.752345
6/15/2013,100,100,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.14,0.181483,0.213899,0.0004,0.752345
6/16/2013,99.8,99.8,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.09,0.181483,0.213899,0.0004,0.752345
6/17/2013,99.9,99.9,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.14,0.181483,0.213899,0.0004,0.752345
6/18/2013,101.95,101.95,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.28,0.181483,0.213899,0.0004,0.752345
6/19/2013,107.05,107.05,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.3,0.181483,0.213899,0.0004,0.752345
6/20/2013,108.25,108.25,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.3,0.181483,0.213899,0.0004,0.752345
6/21/2013,111.29,111.29,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.33,0.181483,0.213899,0.0004,0.752345
6/22/2013,109.5,109.5,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.86,0.181483,0.213899,0.0004,0.752345
6/23/2013,108.2,108.2,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.9,0.181483,0.213899,0.0004,0.752345
6/24/2013,107.9,107.9,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.13,0.181483,0.213899,0.0004,0.752345
6/25/2013,102.09,102.09,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.85,0.181483,0.213899,0.0004,0.752345
6/26/2013,103.33,103.33,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.81,0.181483,0.213899,0.0004,0.752345
6/27/2013,104,104,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.88,0.181483,0.213899,0.0004,0.752345
6/28/2013,101.74,101.74,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.04,0.181483,0.213899,0.0004,0.752345
6/29/2013,94.66,94.66,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.76,0.181483,0.213899,0.0004,0.752345
6/30/2013,95,95,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.79,0.181483,0.213899,0.0004,0.752345
7/1/2013,97.51,97.51,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.01,0.181483,0.213899,0.0004,0.752345
7/2/2013,88.05,88.05,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.95,0.181483,0.213899,0.0004,0.752345
7/3/2013,90.41,90.41,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.85,0.181483,0.213899,0.0004,0.752345
7/4/2013,78.89,78.89,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.68,0.181483,0.213899,0.0004,0.752345
7/5/2013,79.99,79.99,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.71,0.181483,0.213899,0.0004,0.752345
7/6/2013,68.5,68.5,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.42,0.181483,0.213899,0.0004,0.752345
7/7/2013,68.75,68.75,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.46,0.181483,0.213899,0.0004,0.752345
7/8/2013,76.5,76.5,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.71,0.181483,0.213899,0.0004,0.752345
7/9/2013,76,76,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.58,0.181483,0.213899,0.0004,0.752345
7/10/2013,76.72,76.72,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.61,0.181483,0.213899,0.0004,0.752345
7/11/2013,88,88,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.84,0.181483,0.213899,0.0004,0.752345
7/12/2013,88.98,88.98,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.72,0.181483,0.213899,0.0004,0.752345
7/13/2013,93.99,93.99,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.81,0.181483,0.213899,0.0004,0.752345
7/14/2013,98.7,98.7,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.93,0.181483,0.213899,0.0004,0.752345
7/15/2013,93.61,93.61,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.87,0.181483,0.213899,0.0004,0.752345
7/16/2013,98.89,98.89,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3,0.181483,0.213899,0.0004,0.752345
7/17/2013,96.71,96.71,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.08,0.181483,0.213899,0.0004,0.752345
7/18/2013,98.5,98.5,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.15,0.181483,0.213899,0.0004,0.752345
7/19/2013,90.07,90.07,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.88,0.181483,0.213899,0.0004,0.752345
7/20/2013,92,92,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.96,0.181483,0.213899,0.0004,0.752345
7/21/2013,89.82,89.82,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.87,0.181483,0.213899,0.0004,0.752345
7/22/2013,92,92,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.95,0.181483,0.213899,0.0004,0.752345
7/23/2013,91.6,91.6,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.89,0.181483,0.213899,0.0004,0.752345
7/24/2013,95.56,95.56,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.99,0.181483,0.213899,0.0004,0.752345
7/25/2013,94.5,94.5,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.95,0.181483,0.213899,0.0004,0.752345
7/26/2013,96.95,96.95,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.98,0.181483,0.213899,0.0004,0.752345
7/27/2013,96.02,96.02,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.9,0.181483,0.213899,0.0004,0.752345
7/28/2013,94.4,94.4,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.88,0.181483,0.213899,0.0004,0.752345
7/29/2013,98.6,98.6,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.94,0.181483,0.213899,0.0004,0.752345
7/30/2013,101.49,101.49,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.97,0.181483,0.213899,0.0004,0.752345
7/31/2013,107.95,107.95,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3,0.181483,0.213899,0.0004,0.752345
8/1/2013,106.21,106.21,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.87,0.181483,0.213899,0.0004,0.752345
8/2/2013,104.86,104.86,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.94,0.181483,0.213899,0.0004,0.752345
8/3/2013,104.5,104.5,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,2.84,0.181483,0.213899,0.0004,0.752345
8/4/2013,104.95,104.95,2.83,0.021678,0.002976,0.638503,2.47,0.005874,555.89,3.01,0.181483,0.213899,0.0004,0.752345
8/5/2013,105.12,105.12,2.83,0.021678,0.002976,0.638503,2.47,0.005875,555.89,3,0.181483,0.213899,0.0004,0.752345
8/6/2013,106.72,106.72,2.83,0.021678,0.002976,0.638503,2.47,0.005637,555.89,2.84,0.181483,0.213899,0.0004,0.752345
8/7/2013,106.75,106.75,2.83,0.021678,0.002976,0.638503,2.47,0.004669,555.89,2.82,0.181483,0.213899,0.0004,0.752345
8/8/2013,106.75,106.75,2.83,0.021678,0.002976,0.638503,2.47,0.004397,555.89,2.75,0.181483,0.213899,0.0004,0.752345
8/9/2013,103.07,103.07,2.83,0.021678,0.002976,0.638503,2.47,0.004257,555.89,2.71,0.181483,0.213899,0.0004,0.752345
8/10/2013,102.8,102.8,2.83,0.021678,0.002976,0.638503,2.47,0.004291,555.89,2.69,0.181483,0.213899,0.0004,0.752345
8/11/2013,103,103,2.83,0.021678,0.002976,0.638503,2.47,0.004314,555.89,2.55,0.181483,0.213899,0.0004,0.752345
8/12/2013,105,105,2.83,0.021678,0.002976,0.638503,2.47,0.004414,555.89,2.69,0.181483,0.213899,0.0004,0.752345
8/13/2013,106.99,106.99,2.83,0.021678,0.002976,0.638503,2.47,0.004463,555.89,2.66,0.181483,0.213899,0.0004,0.752345
8/14/2013,109.56,109.56,2.83,0.021678,0.002976,0.638503,2.47,0.004267,555.89,2.76,0.181483,0.213899,0.0004,0.752345
8/15/2013,112.56,112.56,2.83,0.021678,0.002976,0.638503,2.47,0.003788,555.89,2.74,0.181483,0.213899,0.0004,0.752345
8/16/2013,110,110,2.83,0.021678,0.002976,0.638503,2.47,0.003082,555.89,2.76,0.181483,0.213899,0.0004,0.752345
8/17/2013,108.99,108.99,2.83,0.021678,0.002976,0.638503,2.47,0.003138,555.89,2.72,0.181483,0.213899,0.0004,0.752345
8/18/2013,112.75,112.75,2.83,0.021678,0.002976,0.638503,2.47,0.005687,555.89,2.8,0.181483,0.213899,0.0004,0.752345
8/19/2013,113.38,113.38,2.83,0.021678,0.002976,0.638503,2.47,0.005587,555.89,2.8,0.181483,0.213899,0.0004,0.752345
8/20/2013,119,119,2.83,0.021678,0.002976,0.638503,2.47,0.005376,555.89,2.82,0.181483,0.213899,0.0004,0.752345
8/21/2013,121.21,121.21,2.83,0.021678,0.002976,0.638503,2.47,0.006098,555.89,2.77,0.181483,0.213899,0.0004,0.752345
8/22/2013,123.3,123.3,2.83,0.021678,0.002976,0.638503,2.47,0.006131,555.89,2.69,0.181483,0.213899,0.0004,0.752345
8/23/2013,122,122,2.83,0.021678,0.002976,0.638503,2.47,0.005179,555.89,2.78,0.181483,0.213899,0.0004,0.752345
8/24/2013,118.51,118.51,2.83,0.021678,0.002976,0.638503,2.47,0.005139,555.89,2.74,0.181483,0.213899,0.0004,0.752345
8/25/2013,119.6,119.6,2.83,0.021678,0.002976,0.638503,2.47,0.005526,555.89,2.68,0.181483,0.213899,0.0004,0.752345
8/26/2013,122.11,122.11,2.83,0.021678,0.002976,0.638503,2.47,0.006104,555.89,2.58,0.181483,0.213899,0.0004,0.752345
8/27/2013,120.07,120.07,2.83,0.021678,0.002976,0.638503,2.47,0.006468,555.89,2.57,0.181483,0.213899,0.0004,0.752345
8/28/2013,126.48,126.48,2.83,0.021678,0.002976,0.638503,2.47,0.006451,555.89,2.58,0.181483,0.213899,0.0004,0.752345
8/29/2013,122.62,122.62,2.83,0.021678,0.002976,0.638503,2.47,0.006246,555.89,2.54,0.181483,0.213899,0.0004,0.752345
8/30/2013,122.35,122.35,2.83,0.021678,0.002976,0.638503,2.47,0.00576,555.89,2.54,0.181483,0.213899,0.0004,0.752345
8/31/2013,133.09,133.09,2.83,0.021678,0.002976,0.638503,2.47,0.005913,555.89,2.66,0.181483,0.213899,0.0004,0.752345
9/1/2013,135.14,135.14,2.83,0.021678,0.002976,0.638503,2.47,0.005623,555.89,2.59,0.181483,0.213899,0.0004,0.752345
9/2/2013,138.63,138.63,2.83,0.021678,0.002976,0.638503,2.47,0.005799,555.89,2.57,0.181483,0.213899,0.0004,0.752345
9/3/2013,135.61,135.61,2.83,0.021678,0.002976,0.638503,2.47,0.005518,555.89,2.55,0.181483,0.213899,0.0004,0.752345
9/4/2013,136.53,136.53,2.83,0.021678,0.002976,0.638503,2.47,0.00566,555.89,2.6,0.181483,0.213899,0.0004,0.752345
9/5/2013,126.76,126.76,2.83,0.021678,0.002976,0.638503,2.47,0.005696,555.89,2.82,0.181483,0.213899,0.0004,0.752345
9/6/2013,126.49,126.49,2.83,0.021678,0.002976,0.638503,2.47,0.005717,555.89,2.78,0.181483,0.213899,0.0004,0.752345
9/7/2013,118.89,118.89,2.83,0.021678,0.002976,0.638503,2.47,0.005853,555.89,2.68,0.181483,0.213899,0.0004,0.752345
9/8/2013,124.13,124.13,2.83,0.021678,0.002976,0.638503,2.47,0.006172,555.89,2.7,0.181483,0.213899,0.0004,0.752345
9/9/2013,121.86,121.86,2.83,0.021678,0.002976,0.638503,2.47,0.006193,555.89,2.73,0.181483,0.213899,0.0004,0.752345
9/10/2013,127.27,127.27,2.83,0.021678,0.002976,0.638503,2.47,0.006278,555.89,2.73,0.181483,0.213899,0.0004,0.752345
9/11/2013,125.89,125.89,2.83,0.021678,0.002976,0.638503,2.47,0.005807,555.89,2.64,0.181483,0.213899,0.0004,0.752345
9/12/2013,135.55,135.55,2.83,0.021678,0.002976,0.638503,2.47,0.006287,555.89,2.75,0.181483,0.213899,0.0004,0.752345
9/13/2013,132.83,132.83,2.83,0.021678,0.002976,0.638503,2.47,0.006334,555.89,2.69,0.181483,0.213899,0.0004,0.752345
9/14/2013,135.01,135.01,2.83,0.021678,0.002976,0.638503,2.47,0.006515,555.89,2.66,0.181483,0.213899,0.0004,0.752345
9/15/2013,129.4,129.4,2.83,0.021678,0.002976,0.638503,2.47,0.006349,555.89,2.59,0.181483,0.213899,0.0004,0.752345
9/16/2013,130.86,130.86,2.83,0.021678,0.002976,0.638503,2.47,0.006496,555.89,2.65,0.181483,0.213899,0.0004,0.752345
9/17/2013,131.59,131.59,2.83,0.021678,0.002976,0.638503,2.47,0.007086,555.89,2.63,0.181483,0.213899,0.0004,0.752345
9/18/2013,131.71,131.71,2.83,0.021678,0.002976,0.638503,2.47,0.009617,555.89,2.6,0.181483,0.213899,0.0004,0.752345
9/19/2013,131.37,131.37,2.83,0.021678,0.002976,0.638503,2.47,0.010774,555.89,2.55,0.181483,0.213899,0.0004,0.752345
9/20/2013,129.7,129.7,2.83,0.021678,0.002976,0.638503,2.47,0.010962,555.89,2.61,0.181483,0.213899,0.0004,0.752345
9/21/2013,126.95,126.95,2.83,0.021678,0.002976,0.638503,2.47,0.010106,555.89,2.48,0.181483,0.213899,0.0004,0.752345
9/22/2013,127.87,127.87,2.83,0.021678,0.002976,0.638503,2.47,0.009734,555.89,2.53,0.181483,0.213899,0.0004,0.752345
9/23/2013,128.98,128.98,2.83,0.021678,0.002976,0.638503,2.47,0.010395,555.89,2.53,0.181483,0.213899,0.0004,0.752345
9/24/2013,126.05,126.05,2.83,0.021678,0.002976,0.638503,2.47,0.010016,555.89,2.47,0.181483,0.213899,0.0004,0.752345
9/25/2013,127.38,127.38,2.83,0.021678,0.002976,0.638503,2.47,0.010459,555.89,2.47,0.181483,0.213899,0.0004,0.752345
9/26/2013,128.21,128.21,2.83,0.021678,0.002976,0.638503,2.47,0.010432,555.89,2.37,0.181483,0.213899,0.0004,0.752345
9/27/2013,128.94,128.94,2.83,0.021678,0.002976,0.638503,2.47,0.011765,555.89,2.4,0.181483,0.213899,0.0004,0.752345
9/28/2013,133.77,133.77,2.83,0.021678,0.002976,0.638503,2.47,0.014966,555.89,2.39,0.181483,0.213899,0.0004,0.752345
9/29/2013,134.9,134.9,2.83,0.021678,0.002976,0.638503,2.47,0.013847,555.89,2.27,0.181483,0.213899,0.0004,0.752345
9/30/2013,137.15,137.15,2.83,0.021678,0.002976,0.638503,2.47,0.01285,555.89,2.3,0.181483,0.213899,0.0004,0.752345
10/1/2013,132.68,132.68,2.83,0.021678,0.002976,0.638503,2.47,0.010906,555.89,2.34,0.181483,0.213899,0.0004,0.752345
10/2/2013,132.05,132.05,2.83,0.021678,0.002976,0.638503,2.47,0.010518,555.89,2.42,0.181483,0.213899,0.0004,0.752345
10/3/2013,114.45,114.45,2.83,0.021678,0.002976,0.638503,2.47,0.007779,555.89,1.98,0.181483,0.213899,0.0004,0.752345
10/4/2013,123.41,123.41,2.83,0.021678,0.002976,0.638503,2.47,0.008922,555.89,2.18,0.181483,0.213899,0.0004,0.752345
10/5/2013,128.63,128.63,2.83,0.021678,0.002976,0.638503,2.47,0.009676,555.89,2.19,0.181483,0.213899,0.0004,0.752345
10/6/2013,128.36,128.36,2.83,0.021678,0.002976,0.638503,2.47,0.009474,555.89,2.13,0.181483,0.213899,0.0004,0.752345
10/7/2013,129.43,129.43,2.83,0.021678,0.002976,0.638503,2.47,0.009669,555.89,2.17,0.181483,0.213899,0.0004,0.752345
10/8/2013,126.74,126.74,2.83,0.021678,0.002976,0.638503,2.47,0.009225,555.89,2.1,0.181483,0.213899,0.0004,0.752345
10/9/2013,125.85,125.85,2.83,0.021678,0.002976,0.638503,2.47,0.009439,555.89,1.98,0.181483,0.213899,0.0004,0.752345
10/10/2013,130.67,130.67,2.83,0.021678,0.002976,0.638503,2.47,0.009662,555.89,1.93,0.181483,0.213899,0.0004,0.752345
10/11/2013,130.75,130.75,2.83,0.021678,0.002976,0.638503,2.47,0.009884,555.89,2.03,0.181483,0.213899,0.0004,0.752345
10/12/2013,130.9,130.9,2.83,0.021678,0.002976,0.638503,2.47,0.008912,555.89,2.07,0.181483,0.213899,0.0004,0.752345
10/13/2013,135.19,135.19,2.83,0.021678,0.002976,0.638503,2.47,0.009382,555.89,2.12,0.181483,0.213899,0.0004,0.752345
10/14/2013,139.27,139.27,2.83,0.021678,0.002976,0.638503,2.47,0.008485,555.89,2.15,0.181483,0.213899,0.0004,0.752345
10/15/2013,140.77,140.77,2.83,0.021678,0.002976,0.638503,2.47,0.008504,555.89,2.06,0.181483,0.213899,0.0004,0.752345
10/16/2013,145.65,145.65,2.83,0.021678,0.002976,0.638503,2.47,0.008068,555.89,1.97,0.181483,0.213899,0.0004,0.752345
10/17/2013,142.41,142.41,2.83,0.021678,0.002976,0.638503,2.47,0.007298,555.89,1.92,0.181483,0.213899,0.0004,0.752345
10/18/2013,146.37,146.37,2.83,0.021678,0.002976,0.638503,2.47,0.00835,555.89,1.92,0.181483,0.213899,0.0004,0.752345
10/19/2013,155.91,155.91,2.83,0.021678,0.002976,0.638503,2.47,0.00794,555.89,1.91,0.181483,0.213899,0.0004,0.752345
10/20/2013,171.66,171.66,2.83,0.021678,0.002976,0.638503,2.47,0.00722,555.89,1.87,0.181483,0.213899,0.0004,0.752345
10/21/2013,174.8,174.8,2.83,0.021678,0.002976,0.638503,2.47,0.006707,555.89,1.93,0.181483,0.213899,0.0004,0.752345
10/22/2013,182.65,182.65,2.83,0.021678,0.002976,0.638503,2.47,0.00665,555.89,1.82,0.181483,0.213899,0.0004,0.752345
10/23/2013,193.36,193.36,2.83,0.021678,0.002976,0.638503,2.47,0.006829,555.89,1.7,0.181483,0.213899,0.0004,0.752345
10/24/2013,214.3,214.3,2.83,0.021678,0.002976,0.638503,2.47,0.007906,555.89,2.06,0.181483,0.213899,0.0004,0.752345
10/25/2013,197.69,197.69,2.83,0.021678,0.002976,0.638503,2.47,0.00857,555.89,2.29,0.181483,0.213899,0.0004,0.752345
10/26/2013,187.45,187.45,2.83,0.021678,0.002976,0.638503,2.47,0.006888,555.89,2.16,0.181483,0.213899,0.0004,0.752345
10/27/2013,176.6,176.6,2.83,0.021678,0.002976,0.638503,2.47,0.00604,555.89,2.2,0.181483,0.213899,0.0004,0.752345
10/28/2013,196.21,196.21,2.83,0.021678,0.002976,0.638503,2.47,0.006834,555.89,2.13,0.181483,0.213899,0.0004,0.752345
10/29/2013,198.55,198.55,2.83,0.021678,0.002976,0.638503,2.47,0.005942,555.89,2.17,0.181483,0.213899,0.0004,0.752345
10/30/2013,204.39,204.39,2.83,0.021678,0.002976,0.638503,2.47,0.006014,555.89,2.13,0.181483,0.213899,0.0004,0.752345
10/31/2013,199.83,199.83,2.83,0.021678,0.002976,0.638503,2.47,0.005853,555.89,2.28,0.181483,0.213899,0.0004,0.752345
11/1/2013,203.9,203.9,2.83,0.021678,0.002976,0.638503,2.47,0.006075,555.89,2.34,0.181483,0.213899,0.0004,0.752345
11/2/2013,205.81,205.81,2.83,0.021678,0.002976,0.638503,2.47,0.006346,555.89,2.46,0.181483,0.213899,0.0004,0.752345
11/3/2013,205.99,205.99,2.83,0.021678,0.002976,0.638503,2.47,0.006807,555.89,2.72,0.181483,0.213899,0.0004,0.752345
11/4/2013,214.66,214.66,2.83,0.021678,0.002976,0.638503,2.47,0.007147,555.89,2.9,0.181483,0.213899,0.0004,0.752345
11/5/2013,229.21,229.21,2.83,0.021678,0.002976,0.638503,2.47,0.007014,555.89,3.08,0.181483,0.213899,0.0004,0.752345
11/6/2013,244.78,244.78,2.83,0.021678,0.002976,0.638503,2.47,0.007137,555.89,3.04,0.181483,0.213899,0.0004,0.752345
11/7/2013,261.68,261.68,2.83,0.021678,0.002976,0.638503,2.47,0.007751,555.89,3.36,0.181483,0.213899,0.0004,0.752345
11/8/2013,297.85,297.85,2.83,0.021678,0.002976,0.638503,2.47,0.008983,555.89,4.38,0.181483,0.213899,0.0004,0.752345
11/9/2013,338.58,338.58,2.83,0.021678,0.002976,0.638503,2.47,0.010679,555.89,4.61,0.181483,0.213899,0.0004,0.752345
11/10/2013,348.82,348.82,2.83,0.021678,0.002976,0.638503,2.47,0.008859,555.89,4.34,0.181483,0.213899,0.0004,0.752345
